file_list,Level-1 Annotation,Level-2 Annotation,Dynamic Agent,Static Agent
04cb1eb0-1a96-4075-adb9-8dd360fc5aeb.mp4,Slow Down,Left Lane Change,vehicle,traffic light
0a4557bf-9b3e-4d73-861a-04b78b5a9306.mp4,Slow Down,Yield,Vehicle,
0ee26191-7594-4986-9b8f-e93026dbc179.mp4,Slow Down,"Left Lane Change, Obstruction",vehicle,
12d4ac4f-ccb0-4cef-b784-e4188eaa795b.mp4,Slow Down,Yield,vehicle,
1376281d-7a2f-43be-9c56-e8abf06668de.mp4,Slow Down,U Turn,vehicle,
19e8062f-896a-48c1-9bf3-3bf045a44582.mp4,Straight,Driving Straight,,
1ac42697-ae64-4d85-ba46-aec57b52b3e5.mp4,Slow Down,Congestion,vehicle,
27ef1e96-ffd2-487b-849b-551bde771d44.mp4,Straight,Driving Straight,,
280e6071-3309-4f53-a157-f9aa7da0584a.mp4,Slow Down,Yield,vehicle,
2870c7e1-fa52-4c22-91d9-572b0a931ecc.mp4,Slow Down,Left Turn,pedestrian,
2a67f3b5-f76d-4011-89e7-cc83dd02f870.mp4,Left,Lane Change,,
2e7e056f-a7ed-40bc-8479-7861600a63fe.mp4,Slow Down,Yield,vehicle,
3c2c0559-ef86-4ab3-b7f0-33541f2ae024.mp4,Stop,Congestion,vehicle,traffic light
3f212ae3-8237-4349-be82-d3132915ccfd.mp4,Slow Down,"Congestion, Yield",vehicle,
53a4b3ba-4bdd-44e3-8d7f-71515e5b4131.mp4,Slow Down,Yield,vehicle,
5714ddc6-a45b-4b91-876f-b24c8ae92e3d.mp4,Slow Down,Right Turn,pedestrian,
5908db62-9f88-4840-8f19-e6eccaae4732.mp4,Right,Lane Change,,
66cb9ba4-f454-4c57-8936-874e62b1ab3a.mp4,Straight,Driving Straight,,
71297ca3-9960-4be2-bf69-891c56535a36.mp4,Stop,Congestion,vehicle,traffic light
765fc2fb-a74f-4fdc-916e-18423c3b27d2.mp4,Left ,Lane Change,,
7731eb64-d218-44a2-863e-716c84e4655d.mp4,Straight,Driving Straight,,
78a52b1f-4126-46cc-b9bf-4a081c4394f9.mp4,Slow Down,Left Turn,vehicle,
7e641e58-3b96-4017-ba08-f9dd4771fe72.mp4,Slow Down,Right Turn,,pothole
81a12127-8fc7-4fd7-9656-82948a2475f7.mp4,Slow Down,Congestion,vehicle,
83185a12-6af4-4c1c-b46b-4630dc281f0c.mp4,Stop,Congestion,vehicle,traffic light
8756d849-309d-474a-9f0f-dd6f0b3f4527.mp4,Left ,Lane Change,,
8b50f720-aa22-4978-9023-162320f43f4c.mp4,Slow Down,U Turn,vehicle,
9a4dec8d-9dfb-4228-8556-2e30af40b07d.mp4,Slow Down,Left Turn,vehicle,pothole
9ece67ff-cf2e-4ef5-9bd8-d45f6cd787fd.mp4,Left,Lane Change,,
a434d70f-daea-4d19-8b6e-b5fe86d34b17.mp4,Slow Down,"Left Turn, Obstruction","vehicle, pedestrian",
a7e58ed5-1ef8-44c6-978b-cceea347d350.mp4,Slow Down,Congestion,vehicle,
a964190e-fbe8-4866-83c7-128f856461c9.mp4,Right,Lane Change,,
af6cafb9-84e5-4149-92cb-0298b4aad349.mp4,Right,Lane Change,,
bc279c93-913a-468b-a715-5deadea5f376.mp4,Right,Lane Change,,
bc37d84b-7cd6-4b04-912d-989d22555394.mp4,Slow Down,Right Turn,vehicle,
c0b3a24f-6f16-427c-be13-66e6b490d10d.mp4,Left,Lane Change,,
c9f70db6-6f51-43e3-8f4f-8f42f537ccc0.mp4,Left,Lane Change,,
da1b4930-9887-47b9-b50c-f339c7b24946.mp4,Slow Down,Left Turn,vehicle,pothole
db1eb255-abfb-42fc-a989-88f9d00b3da5.mp4,Slow Down,Right Turn,vehicle,speed breaker
dc677625-876f-4c66-95e1-601cc46a1dfa.mp4,Slow Down,Left Turn,vehicle,pothole
de7e4e12-dd10-463d-b58c-b9de809871dc.mp4,Right,Lane Change,,
df251dea-46a0-4d65-b019-eef6a00d17dd.mp4,Left,Lane Change,,
e50ff85e-7ad5-4f77-9565-ca1602dec2a7.mp4,Stop,,,traffic light
efa32087-5c31-45f1-98c5-9c0ef4cc0819.mp4,Slow Down,Left Turn,pedestrian,pothole 
fc6da24b-0127-4be3-934f-960ea4f34045.mp4,Left,Turn,,
fcd86a2e-526d-4923-b957-9a7307d98c88.mp4,Slow Down,Left Turn,vehicle,pothole
febb32db-a52e-4452-a5ff-3fcfbb4effa2.mp4,Slow Down,Right Turn,vehicle,
fedbd014-bd4d-476a-9109-c26c299b7579.mp4,Left,Lane Change,,
ff6909d9-21d1-4886-98fc-3bce058bee16.mp4,Straight,Driving Straight,,
0074726e-def7-4868-b93d-1ce03fa39ffa.mp4,Right,Lane Change,,
047eb8fe-d71c-43b1-ae39-074ab2080148.mp4,Slow Down,Congestion,vehicle,pothole
109f2b23-80c6-414d-a952-d2f0f436d67c.mp4,Left,Lane Change,,
124f20d6-8c53-45a0-b3d4-8dfdc979554e.mp4,Left,Lane Change,,
1386cef5-cbca-4c2d-b3a3-a7c1c9509eff.mp4,Straight,Driving Straight,,
162afe2f-3e88-4de3-bade-2fc9b9562d74.mp4,Right,Lane Change,,
297bc330-535c-4da8-8fb3-bbc106d9b275.mp4,Right,Lane Change,,
3180ab52-6f17-4168-8c4f-79a54299d000.mp4,Right,Lane Change,,
38761cd8-876c-4012-97ae-631c1cdbec9e.mp4,Straight,Driving Straight,,
403e762d-9d9c-4218-9cb6-0318b40c24ca.mp4,Right,Lane Change,,
42789b6d-f5d2-4d32-82bf-f1cb1aba387f.mp4,Left,Lane Change,,
47630623-70dc-47be-9ba6-c789773f5ff3.mp4,Right,Lane Change,,
49424547-f480-4b35-9fb9-82c8c4e95b99.mp4,Right,Lane Change,,
501956a2-2937-4df6-8d3a-43bdb0f5c492.mp4,Straight,Driving Straight,,
512fe6b2-ad0f-4845-a556-753a3a04ff90.mp4,Slow Down,Congestion,vehicle,
51aa5486-6d05-414c-ac4b-a394465aa8a4.mp4,Slow Down,Yield,vehicle,
6161f9f6-3543-4ae3-a330-f41b97fe92b1.mp4,Straight,Driving Straight,,
6180e062-c7d2-4cef-a2f8-9c0bffdf0403.mp4,Left,Lane Change,,
6233147d-1a9e-415d-ad42-b17aff9b9873.mp4,Right,Lane Change,,
63ee55a6-4831-43e1-9e3a-3f0f103605bd.mp4,Slow Down,Congestion,vehicle,traffic light
65d7484b-da5d-47cd-a9af-2ddf6351ee49.mp4,Right,Lane Change,,
70e3b0fc-7d3e-4860-860f-d9f99884e73c.mp4,Left,Lane Change,,
72205419-e806-4683-a606-412b07c16914.mp4,Left,Lane Change,,
768ecc54-da0f-4d31-bdce-12687be5e3f9.mp4,Left,Lane Change,,
83b4f833-e445-41a1-9af2-5211fd63cc6c.mp4,Left,Lane Change,,
8520d3cd-2d3f-43a4-8252-bea00568ff49.mp4,Right,Lane Change,,
94b818ba-770a-4d4d-ac2f-1149075097e9.mp4,Right,Lane Change,,
9857ac69-f5ab-406f-af30-5eb3377130c5.mp4,Left,Lane Change,,
abff2021-498f-438b-874a-dccdec7ff93c.mp4,Right,Lane Change,,
acbe11fb-3a30-4bcb-a56f-04d98301b573.mp4,Right,Lane Change,,
b4905687-f387-4741-b7f6-0a0a53dbff96.mp4,Straight,Driving Straight,,
b6c9417f-8919-401d-a900-9f413d3861ac.mp4,Straight,Driving Straight,,
b99314ba-1ebd-4250-ad94-efa1dde48ddf.mp4,Straight,Driving Straight,,
bb1928b4-ce0e-4000-892e-bf6d7770f30e.mp4,Stop,,,
bb6d7606-0880-4dc5-b01e-58b616069838.mp4,Left,Lane Change,,
bbd6ad83-08f3-45bf-b704-54b9bb8bde75.mp4,Right,Lane Change,,
c191b85d-f77e-4664-94e4-f1d92009ed15.mp4,Slow Down,Congestion,vehicle,
c37bf455-0660-4d6d-b633-3f682192772c.mp4,Straight,Driving straight,,
cc39b2d1-76b4-466e-8397-ee40db3b95a2.mp4,Left,Lane Change,,
ceee9a8b-13f8-42c2-9e41-94f427b3624c.mp4,Left,Lane Change,,
cfacd86d-de63-4f7b-87a2-cce436920f65.mp4,Left,Lane Change,,
d7966350-fad9-4fab-9550-87f0ee1bed2e.mp4,Right,Lane Change,,
db0b6560-4eff-423b-93a6-5ce95607337c.mp4,Left,Lane Change,,
dc475547-b9a1-4922-a7b3-906cb79b3a24.mp4,Right,Lane Change,,
de8e793d-7e5f-467c-9ae8-a1bf45063ff6.mp4,Left,Lane Change,,
def2bcfa-0de6-4e05-9f77-ed71e94d6835.mp4,Straight,Driving Straight,,
e241b977-95a4-4a6a-b2bd-e9edb8f9b004.mp4,Slow Down,Speed Breaker,,speed breaker
eb02dac2-7da1-40bf-9ecc-c8d288b4a19a.mp4,Straight,Driving Straight,,
eb274d5a-6ff8-42eb-8941-4f0bff0479d7.mp4,Right,Lane Change,,
efdd7ddb-1e9a-4d48-a8f8-37f1863ea794.mp4,Slow Down,Pothole,,pothole
f021ec98-aedb-46d3-8581-faa619db79ae.mp4,Left,Lane Change,,
f3d00045-4120-4e95-a0a6-44e261889d2a.mp4,Right,Lane Change,,
f73a232a-c99d-4458-897a-7e9505aca8c0.mp4,Straight,Driving Straight,,
f74b8e2e-f128-4bd9-a7f1-0ecc5430f09e.mp4,Slow Down,Yield,vehicle,
f8c1a5ba-5e22-4626-9885-2aaa8abb9152.mp4,Stop,Obstruction,,traffic light
f9e70e48-16d9-4c67-9d06-eeb21d53089b.mp4,Straight,Driving Straight,,
fa107b1e-1b07-4dff-91e4-12997ca0a044.mp4,Left,Lane Change,,
fd13a4e9-e15a-46a7-8dd4-d48122576afa.mp4,Stop,Obstruction,,traffic light
00931c9b-19f1-45d6-a4aa-23fc2de45789.mp4,Slow Down,Right Lane Change,vehicle,
080c17c3-e0d0-490d-82a6-9f305e2707bc.mp4,Straight,Driving Straight,,
1339303d-11cc-4b40-a7e8-d6612e95d887.mp4,Slow Down,Left Turn,vehicle,
138e31fb-560f-4e6a-a5f7-fdd1005031a3.mp4,Slow Down,Traffic Light,vehicle,
17072026-f474-43a9-bf4f-13f5c0ede677.mp4,Slow Down,Left Lane Change,vehicle,
30769c3c-2e2e-4d42-8e20-eaba69401c21.mp4,Slow Down,Left Turn,,"speed breaker, pothole"
442be775-462a-41da-bd87-0a9763f37241.mp4,Slow Down,"Left Turn, Obstruction",vehicle,
517e713f-d038-42df-9cd2-5da195830c1a.mp4,Slow Down,Left Lane Change,vehicle,
570428b5-40dc-439b-8341-465cd2176a78.mp4,Right,Lane Change,,
57323382-63ab-4ca5-b730-1b3c96843a87.mp4,Straight,Driving Straight,,
7113ba2e-0f65-42f9-86b4-bb9a40ce3244.mp4,Slow Down,Left Turn,,"speed breaker, pothole"
71a6f0b5-974d-4979-930a-700c43159bcd.mp4,Straight,Driving Straight,,
73920c56-23a1-44e2-9150-39acc90dbc8a.mp4,Slow down,Congestion,,traffic light
73cb04da-dde5-4db1-8038-aba4474dfb37.mp4,Slow Down,Right Lane change,vehicle,
753be69a-4457-4a12-b784-dd9661327498.mp4,Slow Down,Right Turn,,pothole
80a5429b-92dd-4b08-9964-08d31db1129f.mp4,Slow Down,Right Lane Change,vehicle,
8564ec2d-89af-47c9-8422-0de3046e35c0.mp4,Straight,Driving Straight,,
998a7fd2-2f4d-41e0-abdd-ba7ac2f24934.mp4,Straight,Driving Straight,,
ac8e28e7-8cc6-4b85-af7a-08370f411080.mp4,Right,Lane change,,
ace16a6c-6b95-4476-b3c2-a2078850a396.mp4,Slow Down,Right Turn,,vehicle
ad2f7b5a-941e-4787-87e7-f88c5d18ea17.mp4,Slow Down,Congestion,vehicle,
b197f0ee-d2da-441a-b4b6-87c99653193d.mp4,Slow Down,Left Lane Change,vehicle,
b3325fd8-a1a2-4cdd-8b22-bb64f5f8df44.mp4,Slow Down,Pothole,,
b9731afb-fdd7-4663-b0c5-d3ade2b1ac74.mp4,Slow Down,Left Turn,,speed breaker
bcb02753-b651-4736-aaf2-e643445fad43.mp4,Slow Down,Right Turn,,
bcc06be8-275d-41cb-8894-8376ac7d0821.mp4,Right,Lane Change,,
bdf11b31-9f3b-4244-ae19-10a5ff120fe9.mp4,Slow Down,Speed Breaker,,speed breaker
bf014547-88c5-4299-a704-9c3636ecd3cd.mp4,Straight,Driving Straight,,
c09c53f4-0d64-4f87-9923-d2afca31812f.mp4,Straight,Driving Straight,,
c0e4acdc-1ea9-48c5-869a-94a815b1ef15.mp4,Slow Down,Right Turn,,pothole
c5374350-5930-4a09-b68e-886ada61378f.mp4,Slow Down,Cut-in,pedestrian,
cf14b74b-f9d1-442f-847b-1ef2d2a0461e.mp4,Slow Down,Congestion,vehicle,
cfbe7c03-0b82-4a19-b942-ff07a04993ff.mp4,Straight,Driving Straight,,
d05b76e7-4127-4d1d-97f9-76c125b34fda.mp4,Straight,Driving Straight,,
d7e3dc3c-4203-41fa-99da-153a265f02c9.mp4,Slow Down,Right Lane Change,vehicle,
d879a83a-7072-4d0e-8252-8f33b8620038.mp4,Slow Down,Left Turn,,pothole
df335eac-9fc9-47ef-8441-0419e213ee95.mp4,Slow Down,Left Turn,,
e9c2ea8f-cc07-46e9-b79d-d4b268c502db.mp4,Slow Down,Right Lane Change,vehicle,
0637e982-a052-480a-8218-ee4a347f2e6e.mp4,Right,Lane change,,
06a144ba-216f-4b43-956d-8817250a77ac.mp4,Straight,Driving Straight,,
0c58c748-aa2d-4a18-b08b-1a36c5a6918c.mp4,Slow Down,Congestion,vehicle,
0f89ebb9-7a73-4797-a39a-bf49d0baab6d.mp4,Left ,Merging,,
0f977ee5-274f-4d58-8cc7-2d9f29ca19f4.mp4,Slow Down,Congestion,vehicle,
0ff4b1d8-5e7d-4652-bdf2-b7382b5fd510.mp4,Right,Turn,,
1ac3ef6f-0799-47fa-bc1b-e9c72dc4796d.mp4,Left,Turn,,
1cbb1e22-27aa-4e78-8587-e1c51160e42d.mp4,Stop,,,vehicle
1cfd7b02-b37d-43cf-8ee6-fc01cd54e2dc.mp4,Straight,Driving Straight,,
1ef65c3d-fc3d-4a58-a84e-ec523cb18abe.mp4,Straight,Driving Straight,,
219c0339-7418-466d-a52b-4b06e27d2cdc.mp4,Slow Down,Speed Breaker,,speed breaker
3bd2c577-09e5-421e-8e93-1951d2ddf6d7.mp4,Slow Down,Congestion,vehicle,
3ca40bd0-8287-425b-924f-32f7d3ff6c82.mp4,Right,Turn,,pothole
3f5aa5c5-3086-4b16-a9a0-672642a2baa3.mp4,Left,Lane Change,,
4055a046-a209-48d4-b38a-5b04f7f78498.mp4,Right,Branching,,
439d5766-652b-4f4e-8227-dee2ad7b986c.mp4,Left,Turn,vehicle,
4e318af5-42bc-4888-9012-e77837990523.mp4,Straight,Driving Straight,,
52cbe277-02ff-40e8-8782-2efe5a6cc028.mp4,Right,Lane Change,,
52d32689-8a77-41d4-9a95-a21bd5198fde.mp4,Right,Lane Change,,
53fb17da-5d93-47b2-b540-4020a4d1f688.mp4,Straight,Driving Straight,,
56c29e3e-2d08-4753-b3f2-2c8f1d60938c.mp4,Slow Down,Left Turn,,Speed Breaker
5defdcd7-7236-4117-b0bf-96fc4106bd64.mp4,Left ,Turn,,
60db5013-e953-4548-ab08-fff7c7dc2184.mp4,Left,Lane Change,,
65f253a4-e787-4df8-abb3-96cef78fa8ad.mp4,Slow Down,Left Turn,,pothole
692af363-8ad5-4ade-886e-2dbdd8160fb0.mp4,Straight,Driving Straight,,
6d6703f1-6b2b-47c6-999f-cc6df13b5ff2.mp4,Left ,Lane Change,,
70a9990b-efe2-492b-8bef-1f53ce407813.mp4,Slow Down,Congestion,vehicle,
723929da-470b-482c-b07c-46b692c71438.mp4,Slow Down,Cut-in,vehicle,
751db6d2-bc37-42b5-bceb-e7642831386f.mp4,Slow Down,Yield,vehicle,
7c39323e-623b-4000-b735-dd3b07143369.mp4,U Turn,,,
7dbc8dba-1568-4e4d-be78-3a17e454d34b.mp4,Straight,Driving Straight,,
7f0efc1a-ed91-42ca-b7b2-da8e040f62bb.mp4,Left,Turn,vehicle,
805acea8-b41a-4395-88fc-edb015f56de0.mp4,Straight,Driving Straight,vehicle,
80e41d80-4fc7-4fe8-b654-113889b4b8e6.mp4,Slow Down,Speed Breaker,vehicle,speed breaker
8768398f-cb71-4c10-bc5d-1d089f9dcdf4.mp4,Left ,Lane Change,,
87e28001-6e53-400d-90e1-b34257237a47.mp4,Slow Down,Speed Breaker,,speed breaker
8a6eb92c-9b35-41ad-b466-54604c47dd84.mp4,Stop,Traffic Light,,"traffic light, vehicle"
9046ff99-5b4c-4886-94ab-4cf0d688f006.mp4,Left ,Turn,,
965a98d1-4740-437f-9df0-f2e4bbfbcf8b.mp4,Straight,Driving Straight,,
96a6152a-dee4-4de2-9df6-beac0cb6ad2d.mp4,Right,Lane Change,,
a0a7e98b-dfcc-4c38-a260-9f86d1dbf117.mp4,Left ,Lane Change,,
a90f67f5-8e8a-4665-ba52-47fab38ffa51.mp4,Straight,Driving Straight,,
b38f336d-b0b5-472d-b8c7-779efe043cdf.mp4,Slow Down,Speed Breaker,vehicle,speed breaker
bbac425a-758c-4de9-8616-e63553104811.mp4,Left ,Lane Change,,
bbd989e0-f34c-4857-aa7d-386c6f04583a.mp4,Slow Down,Pothole,,pothole
c503b154-b937-4007-8044-96928ee85c17.mp4,Right,Lane change,,
c52427af-1914-4a68-a3ab-34498932d957.mp4,Stop,Pedestrian Crossing,,
c98ae123-d8bb-4c34-b391-7b6a201f2673.mp4,Slow Down,Obstruction,vehicle,
01371a44-4160-4641-b50d-f3fd2900c309.mp4,Straight,Driving Straight,,
0206b7ed-f288-4760-8742-dcb2246e4107.mp4,Slow Down,Right Trun,vehicle,
05d4808b-fa50-4781-a398-c26dd7cf5a82.mp4,Slow Down ,Speed Breaker,,speed breaker
05e3fea9-ee1c-4583-9361-b44746a84075.mp4,Right,Lane Change,,
09bba75e-12b2-4fa4-bf36-dd271c25d6d1.mp4,Slow Down,Left Turn,,
0d76f0a9-95a2-4af1-acfb-64e0d69ee697.mp4,Slow Down,Right Turn,vehicle,
0f3e7a72-ec23-48c1-8b10-68927fa9e34d.mp4,Straight,Driving Straight,,
1898ee4c-f273-4b49-a1cf-427d25a5427a.mp4,Straight,Driving Straight,,
18a897cc-d6fa-4b40-be65-c27be67555a2.mp4,Straight,Driving Straight,,
1bbc2dc2-67a9-4eef-9a54-bbe4a482c974.mp4,Left,Lane Change,,
1db227c8-55c0-455a-9218-7f4da3c7b0aa.mp4,Slow Down,Left Turn,vehicle,pothole
2324b123-21cd-44c2-a0e0-cf10d6374025.mp4,Stop,Cut-in,vehicle,
2425f8ba-6c65-42e9-ad90-eccd69af8140.mp4,Slow Down,U Turn,vehicle,
2b467e58-1b8a-41bf-8247-852082d97c79.mp4,Left,Turn,,
2c190291-002d-4beb-99d4-95980c3088ca.mp4,Right,Lane Change,,
2fd30111-2a08-4e03-a921-3301c256368e.mp4,Slow Down,Right Turn,,speed breaker
322b7e20-99fb-4f29-8b18-478cd87e419c.mp4,Slow Down,Left Turn,,
3236a9c8-a53d-46d6-93cd-62c755cdc2b6.mp4,Slow Down,Congestion,vehicle,
337b694e-40f3-45f9-b0a7-88a1432ba0b3.mp4,Slow Down,Left Turn,,
36f448e8-d1bc-4e28-9a44-603afdf92600.mp4,Slow Down,Left Trun,,
3ec93940-e3fb-4e71-b810-1416c2fbbae8.mp4,Slow Down,Congestion,vehicle,
43f7a775-ce82-4d58-b471-a0ce398ea716.mp4,Slow Down,Congestion,vehicle,
45ec5625-d490-4636-88cd-62e42f7d8f86.mp4,Straight,Driving Straight,,
4b10daf3-e706-42b7-9410-9d951b450e59.mp4,Straight,Driving Straight,,
4e15ad80-86db-46ce-bfce-b2c10e4ac254.mp4,Straight,Driving Straight,,
53d8101a-b085-445e-8a78-838c7d48d30a.mp4,Left,Lane Change,,
6407e1cf-9428-426d-b5a1-bfea6ee4d9e3.mp4,Slow Down, Left Turn,,speed breaker
664c30ab-c189-444c-a68c-cef429e9bcf2.mp4,Slow Down,U Trun,vehicle,
670a6876-2914-4dcd-8e14-a742e7fc8558.mp4,Straight,Driving Straight,,
6becf315-85c5-4499-a9b2-459b364771f6.mp4,Slow Down ,Right Turn," speed breaker,pothole",
6d730b3c-0c5a-4d27-a5ab-bf40f802a3b4.mp4,Slow Down,Left Turn,vehicle,
7084a418-f6df-4cc8-ba41-ffb2686b8574.mp4,Slow Down,Left Turn,,
75809c8f-73e9-4b53-82d7-497c106686f6.mp4,Left ,Lane Change,,
8e03bf0c-8c32-473b-8a32-834becc08020.mp4,Slow Down,Lane Change ,vehicle,
8e8fe721-4bd1-44f0-a0c4-0af4ef426697.mp4,Stop,Congestion,vehicle,
96ecf639-c197-4803-81fd-dc92bb125e27.mp4,Stop,Congestion,,traffic light
9b1aa882-0e2a-46e7-9d56-62cda828ca25.mp4,Left,Lane Change,,
02abf201-0b6c-4fce-afd3-405200e13bc6.mp4,Slow Down,Obstruction,vehicle,pothole
02d535fd-b1fc-4b22-a88e-c0f7448731ab.mp4,Slow Down,Congestion,vehicle,
084e6321-a61b-4f51-90b8-58cf852788e2.mp4,Straight,Driving Straight,,
091a46bc-d0a5-49e8-9e05-274dfdc55161.mp4,Straight,Driving Straight,,
0bdd0bc1-620d-464e-959e-aee3305ee189.mp4,Left,Turn,,
0f44324d-18a0-4cca-a9e7-0c35c0c75787.mp4,Right,Turn,,
1e7f24f8-4513-4373-8fd7-cca58494e90d.mp4,Left,Turn,,
1fe0d307-7940-4100-8171-4f88d1f5b185.mp4,Slow Down,Right Turn,vehicle,
26f9628f-d95f-4596-849e-ce00fae74ed1.mp4,Slow Down,Left Turn,vehicle,
3540ddf7-a130-4c7f-9547-49a2fcdcbca7.mp4,Slow Down,Left Turn,vehicle,
39175ac5-2bcf-4703-8a10-235c8c38f9b2.mp4,Straight,Driving Straight,,
3c21c044-d556-4b37-8c2f-8757cc7b846d.mp4,Left,Turn,,
46632eaf-ddae-4717-9825-248879bd1c7f.mp4,Slow Down,Right Turn,vehicle,
4708a34d-9fa5-4a87-a7ae-49d572309a83.mp4,Slow Down,Congestion,vehicle,
4a179b26-93f4-468c-af25-0bd221618418.mp4,Slow Down,Right Turn,vehicle,
4b10f058-565e-4412-a6a2-45b27db1a996.mp4,Slow Down,Cut-in,vehicle,
4cc12b28-8a06-4746-a809-c3dd280038c5.mp4,Slow Down,Right Turn,vehicle,
4f2d88bb-419f-4b0d-8e5b-a61b6bb2eb70.mp4,Slow Down,Left Turn,vehicle,speed breaker
67f7c46c-d549-4056-9d02-e079e7ef3323.mp4,Right,Turn,,
6cd843aa-47c1-4cae-a9e9-2b6324d283af.mp4,Left,Turn,,
6e97f4f1-238b-4efd-a7dd-bacc80f28ad7.mp4,Straight,Driving Straight,,
6ef8d091-2207-4cbf-a98c-9f3c544e6959.mp4,Left ,Turn,,
6fd7320a-ccea-4fe8-a5c3-789d85bbac8a.mp4,Slow Down,Right Turn,vehicle,
753d524e-961e-45d6-84b7-d122eaec0831.mp4,Stop,Congestion,vehicle,
7ceb3dad-1e5d-41f7-be02-700259f1ef71.mp4,Left,Turn,,
8888abec-3f3a-43f3-ad6c-0922bb974031.mp4,Straight,Driving Straight,,
88969d11-fadc-4465-82d7-01c569d0e899.mp4,Left,Turn,,
8b7801bb-2fdf-49b6-939c-423b7080d0f3.mp4,Slow Down,Congestion,vehicle,
8c2d8f88-848d-44d1-9823-b1e90b5cac35.mp4,Slow Down,Right Turn,vehicle,pothole
8ea43485-5aae-4956-937b-2353a94d73aa.mp4,Left,Turn,,
90679bc7-0a6c-48cf-a1cb-1d4a2cfff6c7.mp4,Slow Down,"Yield, Congestion",vehicle,
90dc0d1e-dc18-49a5-ad3b-26578b596068.mp4,Straight,Driving Straight,,
92fbe2dc-c52b-46d9-bc76-84ec5084a4e4.mp4,Straight,Driving Straight,,
94c77d0a-1fef-4ca9-9887-4266e603d82a.mp4,Slow Down,Left Turn,vehicle,
99b45576-e9ab-4d45-8db6-3c3398d65d56.mp4,Slow Down,Congestion,vehicle,
9ad76820-1f3c-45ac-bae8-04a603f6289f.mp4,Slow Down,Pothole,vehicle,
9b02e36a-6cd8-4061-b8a7-e358e0175cd9.mp4,Slow Down,Congestion,vehicle,
9cbe3ae1-1f1f-46b2-914f-74dd9f8cf379.mp4,Slow Down,Yield,vehicle,
ef8eb03f-78e9-4e6b-9235-5b3464351ecc.mp4,Slow Down,Pothole,animal,
f320f0d1-62c6-4e46-a8a2-b643efdd86c7.mp4,Straight,Driving Straight,,
f4314e08-8851-4274-bd24-8cb4bf75883c.mp4,Slow Down,Right Turn,vehicle,speed breaker
f493d8b4-bfb0-463a-98c6-3142e5b0ce61.mp4,Slow Down,Left Lane Change,vehicle,
f7abc4f3-77a5-4836-9e87-ea584a00e2cc.mp4,Slow Down,U Turn,vehicle,
f9e2beea-eccb-411b-aa0f-4e8f7a599545.mp4,Slow Down,U Turn,,
fecca5b3-f8fa-469a-a788-9d0318d722e7.mp4,Left,Lane Change,,
ca8e2571-9d3e-4903-80f1-c1ce903c2369.mp4,Right,Lane Change,,
cf65b58f-70f3-4ecf-8a62-20443cb79010.mp4,Straight,Driving Straight,,
d1f229ba-5952-4c17-b603-30441780ec92.mp4,Straight,Driving Straight,,
d23d8f8c-07f4-4dc3-9b71-e12572ca4261.mp4,Slow Down,Speed Breaker,vehicle,speed breaker
d3669013-120c-479d-ba2b-8585969b696e.mp4,Left,Turn,,
d66b7981-3953-4957-aca2-bf46487ab138.mp4,Slow Down,Right Lane Change,vehicle,
d710f24e-e6f0-49ff-b59b-e28ca957daab.mp4,Right,Lane Change,,
d8f33f39-e316-4adb-803d-bb1e983607c1.mp4,Right,Merging,,
da273b61-3744-4ea4-a112-cd9b7a10a229.mp4,Deviate,Avoid Congestion,vehicle,
da813c25-c013-461e-b68c-89cdb016c3e2.mp4,Right,Lane Change,,
da93fe32-7ca4-4954-a3de-a42d7af012a6.mp4,Right,Lane Change,vehicle,
db4a0e7f-1868-4d8b-b814-ee3859db73c2.mp4,Slow Down,Congestion,vehicle,
dd6dd3ff-453d-442b-8b71-8ca9048eaa85.mp4,Straight,Driving Straight,,
de8c172a-77d7-42cb-97e2-15b9ee8035a2.mp4,Slow Down,Left Turn,,speed breaker
e37f87a9-d70d-4837-bca4-6b1f1da4fc2b.mp4,Slow Down,Congestion,vehicle,
e468ad56-fd7f-44c5-9f7d-d6f424f387cf.mp4,Straight,Driving Straight,,
e4ce8a6e-096b-4242-81c2-6f1c85f48464.mp4,Right,Lane Change,vehicle,
eacf8957-7af1-49dc-8b18-cc0084063b62.mp4,Slow Down,Obstruction,vehicle,
f11e3f58-1b3c-4917-ac5b-d1cadc7042e3.mp4,Left,Turn,,
f6da1632-d9a7-4ec8-9d31-0bd573d8fa7d.mp4,Stop,Traffic Light,,"traffic light, vehicle"
f8031d99-11b4-4c8d-bf72-f9c410435fe0.mp4,Left,Lane Change,,
f8629a0e-65eb-4e6a-a453-ae7ddcdf4621.mp4,Slow Down,Cut-in,vehicle,
fa7201cf-68f7-4ce1-b4de-8f2e65f78a53.mp4,Slow Down,U Turn,vehicle,speed breaker
fc2744d7-d101-4c6e-8a9a-04728177e513.mp4,Slow Down,Speed Breaker,,speed breaker
fd501866-b1df-4fc7-99f3-3e7553e3777a.mp4,Slow Down,Speed Breaker,,speed breaker
01472377-bbfc-41cf-96a2-939ed8c5d488.mp4,Straight,Driving Straight,,
0b26a2a0-d30a-43c0-89da-22ef41fd9178.mp4,Slow Down,Right Lane Change,,vehicle
3035865e-26fe-4e75-8bb7-6acd0d74b99f.mp4,Straight,Driving Straight,,
4764606e-47b1-4019-b525-4931abee02c6.mp4,Left,Turn,,
